gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2022020185,2022-11-05,11.683333333333334,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,14,0,0,1,0,0,1,0,0,10,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020250,2022-11-15,9.45,0.3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,6,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,2,0,7,0,0,0,0,0,6,1,0,6,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
2022020263,2022-11-17,13.883333333333333,0.85,0.23333333333333334,0,0,0,7,2,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,2,1,17,0,0,0,0,0,4,0,1,12,0,0,0,0,0,3,0,1,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022020279,2022-11-19,10.983333333333333,2.65,0,0,0,0,5,1,0,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,11,5,0,9,0,0,1,2,0,8,5,0,7,0,0,1,1,0,5,3,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2022020289,2022-11-20,11.7,1.7333333333333334,0,0,0,0,4,1,0,0,0,0,3,1,0,0,0,0,7,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,7,3,0,17,4,0,2,1,0,7,3,0,11,2,0,0,1,0,3,3,0,9,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0
2022020306,2022-11-23,11.133333333333333,3.15,0,0,0,0,8,3,0,0,0,0,4,2,0,0,0,0,3,0,0,1,0,0,6,0,0,1,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,1,0,9,11,0,5,1,0,0,0,0,4,7,0,3,0,0,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
2022020326,2022-11-25,9.433333333333334,3.35,0,0,0,0,1,4,0,0,0,0,6,0,0,1,0,0,5,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,10,8,0,10,0,0,3,1,0,8,6,0,5,0,0,3,1,0,7,4,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2022020349,2022-11-28,11.633333333333333,2.35,0,0,0,0,5,1,0,0,0,0,6,1,0,0,0,0,3,0,0,1,0,0,3,1,0,1,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,16,1,0,0,0,0,13,1,0,12,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2022020378,2022-12-02,6.616666666666666,1.6166666666666667,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,2,0,13,0,0,0,0,0,5,0,0,9,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2022020394,2022-12-04,13.216666666666667,2.0833333333333335,0,0,0,0,2,1,0,1,0,0,6,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,12,10,0,12,0,0,2,0,0,8,8,0,7,0,0,2,0,0,6,6,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022020404,2022-12-06,9.883333333333333,5.05,0,1,0,0,4,1,0,1,0,0,8,0,0,0,0,0,7,0,0,2,0,0,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,9,0,9,0,0,2,0,0,10,5,0,8,0,0,2,0,0,8,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
2022020412,2022-12-07,18,1.0166666666666666,0,0,0,0,7,0,0,0,0,0,5,0,0,1,0,0,7,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,2,0,9,0,0,1,0,0,10,0,0,7,0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022020424,2022-12-09,7.416666666666667,2.683333333333333,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,8,5,0,5,0,0,2,1,0,7,5,0,5,0,0,1,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022020443,2022-12-11,11,0.26666666666666666,0,0,0,0,4,0,0,1,1,0,7,1,0,1,0,0,6,0,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,7,0,0,14,1,0,1,0,0,4,0,0,10,1,0,1,0,0,3,0,0,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2022020455,2022-12-13,12.4,1.6833333333333333,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,1,0,5,1,0,1,0,0,3,0,0,1,0,0,6,0,0,2,0,0,0,0,0,1,0,0,11,0,0,11,0,0,1,0,0,6,0,0,8,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2022020470,2022-12-15,13.433333333333334,1.35,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,7,0,0,1,1,0,6,2,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,2,0,0,3,0,0,18,1,0,6,0,0,2,0,0,11,1,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2022020484,2022-12-17,11.483333333333333,4.016666666666667,0,0,1,0,3,2,0,0,0,0,4,0,0,1,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,3,3,0,7,11,0,22,1,0,2,2,0,3,10,0,13,1,0,2,2,0,2,7,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,7,0,0,0,2,0,0,2,0,8,0,0
2022020502,2022-12-19,20.116666666666667,0,0,3,0,0,5,0,0,8,0,0,11,0,0,0,0,0,7,0,0,1,0,0,4,0,0,1,0,0,2,0,0,1,0,0,7,0,0,2,0,0,0,0,0,3,0,0,20,0,0,19,0,0,2,0,0,15,0,0,12,0,0,2,0,0,11,0,0,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2022020510,2022-12-20,17.566666666666666,0.8333333333333334,0,4,0,0,4,0,0,11,1,0,12,1,0,0,0,0,4,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,26,1,0,15,1,0,3,0,0,21,0,0,11,1,0,3,0,0,15,0,0,10,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,2,0,0,5,0,0,2,0,0
2022020540,2022-12-23,15.616666666666667,3.45,0,0,0,0,0,1,0,12,0,0,12,1,0,0,0,0,3,1,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,10,8,0,13,2,0,0,2,0,4,6,0,10,1,0,0,1,0,3,3,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,0,2,0,0
2022020567,2022-12-29,14.633333333333333,0.7833333333333333,0,2,0,0,4,1,0,7,0,0,9,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,17,1,0,10,0,0,1,0,0,14,0,0,9,0,0,0,0,0,9,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020583,2022-12-31,12.916666666666666,0.9,0.06666666666666667,2,0,0,3,2,0,4,0,0,5,0,0,0,0,0,3,0,0,2,0,0,6,0,0,1,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,0,0,16,1,0,10,0,0,4,0,0,12,1,0,9,0,0,3,0,0,9,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2022020601,2023-01-03,11.116666666666667,2.216666666666667,0,5,0,0,5,1,0,4,0,0,4,0,0,0,0,0,5,1,0,0,0,0,4,0,0,2,0,0,3,0,0,2,1,0,5,1,0,0,0,0,2,0,0,1,0,0,9,2,0,4,2,0,1,0,0,5,1,0,4,2,0,1,0,0,4,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022020617,2023-01-05,12.55,0.8666666666666667,0,1,0,0,1,0,0,9,0,0,10,1,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,10,0,0,16,0,0,1,0,0,8,0,0,11,0,0,1,0,0,7,0,0,11,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
2022020629,2023-01-07,11.233333333333333,2.2666666666666666,0,2,0,0,2,1,0,3,0,0,4,1,0,0,0,0,4,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,10,0,0,1,0,0,3,3,0,8,0,0,0,0,0,2,3,0,7,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
2022020639,2023-01-08,12.316666666666666,1.15,0,1,0,0,4,1,0,3,1,0,3,3,0,0,0,0,7,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,2,0,5,1,0,5,0,0,16,2,0,1,1,0,3,0,0,13,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,3,0,0,6,0,0,0,0,0
2022020648,2023-01-10,13.816666666666666,0.5166666666666667,0,5,0,0,5,0,0,8,1,0,8,1,0,0,0,0,10,0,0,7,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,9,1,0,12,0,0,1,1,0,4,1,0,10,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2022020662,2023-01-12,10.65,1.5,0,2,0,0,2,0,0,5,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,1,0,6,1,0,10,1,0,3,1,0,5,1,0,8,1,0,3,0,0,4,0,0,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020678,2023-01-14,8.75,0.9333333333333333,0,1,0,0,2,0,0,2,0,0,2,1,0,1,0,0,6,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,10,0,0,2,0,0,7,0,0,9,0,0,2,0,0,6,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0
2022020701,2023-01-16,10,0.8166666666666667,0,2,0,0,2,2,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,15,2,0,0,0,0,2,3,0,9,1,0,0,0,0,2,3,0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2022020338,2023-01-17,7.583333333333333,2.2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,2,0,10,0,0,2,0,0,5,1,0,7,0,0,1,0,0,4,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2022020717,2023-01-19,10.95,0.95,0,0,0,0,5,2,0,0,0,0,7,2,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,16,2,0,12,0,0,4,0,0,13,2,0,10,0,0,3,0,0,10,1,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020736,2023-01-21,15.433333333333334,0.7833333333333333,0,0,0,0,6,0,0,1,1,0,3,1,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,12,1,0,10,0,0,1,0,0,10,1,0,9,0,0,0,0,0,6,0,0,7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020754,2023-01-23,15.05,1.6166666666666667,0,1,1,0,7,1,0,2,0,0,9,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,11,1,0,16,0,0,1,0,0,5,0,0,13,0,0,1,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
