gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2018020009,2018-10-04,15.933333333333334,1.2166666666666666,2.8333333333333335,1,0,0,15,1,0,0,0,0,10,0,3,0,0,0,6,0,0,2,0,0,7,0,0,2,0,0,5,0,0,2,0,0,4,1,0,0,0,0,0,0,0,2,0,1,15,1,3,13,0,7,1,0,0,9,1,2,11,0,4,1,0,0,7,0,2,10,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
2018020018,2018-10-06,16.166666666666668,1.2666666666666666,0.9333333333333333,0,0,0,11,0,1,0,0,0,11,1,1,1,0,0,7,1,0,0,1,0,9,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,3,1,0,20,1,0,17,0,1,2,0,0,16,0,0,12,0,1,2,0,0,12,0,0,11,0,1,1,0,0,3,0,0,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2018020032,2018-10-08,14.55,3.316666666666667,1.45,0,0,0,13,1,1,0,0,0,6,3,2,0,0,0,7,0,0,0,0,0,6,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,20,5,2,12,2,3,1,0,2,18,4,2,11,2,3,1,0,2,11,2,2,9,2,2,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,2,0,0,1,0,0,3,0,0,2,0,0
2018020042,2018-10-10,14.016666666666667,5.383333333333334,2.65,1,0,0,7,2,1,1,0,0,7,5,4,2,0,0,8,0,0,0,0,0,7,1,1,0,0,0,1,0,0,1,0,1,3,1,1,0,0,0,2,0,0,3,1,0,18,8,0,13,2,7,2,1,0,13,7,0,10,2,6,1,1,0,7,4,0,7,2,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018020059,2018-10-13,14.8,0.6833333333333333,1.3833333333333333,0,0,0,4,0,0,0,0,0,10,1,2,0,0,0,6,0,1,0,0,0,10,0,0,2,0,1,4,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,13,2,0,18,2,4,0,1,0,10,2,0,6,2,3,0,1,0,10,2,0,4,0,3,0,1,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,3,1,0,2,0,0,0,0,0,3,1,0,2,0,0
2018020076,2018-10-15,15.1,2,1.3166666666666667,0,0,0,9,2,0,0,0,0,4,1,1,1,0,0,8,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,1,0,16,2,1,13,1,3,2,1,0,12,2,1,11,1,3,1,0,0,7,1,1,7,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2018020107,2018-10-20,16.25,4.1,0.5333333333333333,0,0,0,10,6,0,0,0,0,10,2,0,2,0,0,7,4,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,1,0,21,5,0,11,1,3,5,1,0,17,4,0,6,1,1,3,1,0,14,4,0,6,1,1,2,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0
2018020125,2018-10-23,14.566666666666666,6.066666666666666,0.6666666666666666,1,0,0,11,8,0,2,0,0,7,1,2,2,0,0,6,0,0,2,0,0,10,3,0,1,1,0,1,1,0,1,0,0,4,0,0,2,0,0,0,0,0,3,4,0,22,17,0,12,0,2,3,4,0,16,15,0,9,0,2,2,4,0,11,12,0,7,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,2,1,0,1,0,0
2018020147,2018-10-26,17.25,2.316666666666667,1.0333333333333334,0,0,0,6,1,1,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,6,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,15,2,1,18,0,4,2,0,0,9,1,1,12,0,3,1,0,0,7,0,1,7,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1
2018020163,2018-10-28,16.883333333333333,1.75,2.65,1,0,0,11,1,1,1,0,0,9,0,2,1,0,0,5,0,1,2,0,0,7,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,14,2,0,22,2,6,0,1,0,11,2,0,16,2,5,0,0,0,8,1,0,10,0,5,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,4,0,1,0,1,0,1,1,0,5,0,1
