gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2018020019,2018-10-06,13.883333333333333,0.8333333333333334,1.7,4,0,0,5,0,0,4,0,0,9,0,0,0,0,0,8,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,16,2,0,10,0,4,4,0,0,13,2,0,10,0,4,4,0,0,10,1,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018020053,2018-10-11,10.8,3.783333333333333,0.5166666666666667,2,1,0,4,2,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,6,0,0,1,0,0,2,0,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,0,13,3,0,10,0,2,1,0,0,11,3,0,7,0,2,1,0,0,8,1,0,6,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018020063,2018-10-13,11.95,2.533333333333333,3.0833333333333335,6,0,0,9,0,0,0,0,0,4,1,0,0,0,0,1,0,0,2,0,0,5,0,0,2,0,0,5,0,0,0,1,0,3,2,0,4,0,0,0,2,0,0,1,0,5,4,2,9,0,6,0,1,0,3,3,2,8,0,4,0,1,0,3,3,2,6,0,3,0,1,0,2,2,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2018020082,2018-10-16,13.05,0.31666666666666665,3.55,3,0,0,7,0,0,1,0,2,3,0,2,0,0,0,3,0,1,1,0,1,3,0,1,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,12,1,1,16,0,7,0,1,1,9,1,1,12,0,5,0,1,1,6,1,1,11,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
2018020093,2018-10-18,13.016666666666667,3.8333333333333335,2.466666666666667,2,0,0,9,0,0,3,2,0,11,2,1,0,0,0,7,1,0,0,0,0,4,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,18,8,2,13,0,2,1,0,0,12,7,2,7,0,0,0,0,0,8,3,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018020110,2018-10-20,15.383333333333333,3.4,0.9333333333333333,1,1,1,4,2,1,4,0,0,8,2,0,1,0,0,3,0,0,4,1,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,18,8,0,17,1,1,3,2,0,13,7,0,12,1,0,2,1,0,9,3,0,10,1,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
2018020116,2018-10-21,14,1.25,3.3333333333333335,3,0,0,6,0,0,1,0,1,4,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,15,2,0,13,0,7,2,1,0,11,2,0,11,0,5,2,1,0,8,2,0,7,0,5,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2018020132,2018-10-24,11.266666666666667,1.2,3.4,3,1,1,5,1,1,1,0,0,5,0,1,3,0,0,6,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,5,0,3,0,0,10,2,0,8,0,9,2,0,0,6,2,0,7,0,6,2,0,0,5,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2018020144,2018-10-26,13.933333333333334,0.7166666666666667,1.6833333333333333,1,0,0,6,0,2,4,0,0,9,1,0,4,0,0,11,0,1,5,0,0,19,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,2,2,13,0,1,0,0,0,6,2,1,6,0,0,0,0,0,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018020157,2018-10-27,13.666666666666666,3.9,3.033333333333333,1,0,0,8,3,1,1,0,0,4,1,1,2,0,0,7,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1,1,10,4,1,14,4,2,2,1,1,6,2,1,12,4,1,2,0,1,4,1,1,9,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
