gameId,gameTypeId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2024020020,2,2024-10-11,15.666666666666666,4.616666666666666,0.03333333333333333,7,1,0,9,3,0,7,1,0,7,4,0,0,0,0,5,0,0,0,0,0,8,2,0,0,0,0,1,0,0,1,0,0,7,2,0,0,0,0,4,0,0,0,0,0,2,0,0,2,1,0,8,9,0,22,0,0,0,1,0,4,8,0,14,0,0,0,1,0,4,6,0,10,0,0,0,1,0,2,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,6,0,0
2024020048,2,2024-10-15,14.1,5.116666666666666,0,3,1,0,7,1,0,6,1,0,9,3,0,0,0,0,2,1,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,2,0,16,1,0,6,0,0,16,0,0,8,1,0,4,0,0,12,0,0,8,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0
2024020064,2,2024-10-17,18.083333333333332,2.8333333333333335,0.08333333333333333,4,1,0,6,2,0,8,1,0,8,2,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,3,0,28,13,0,14,1,0,3,3,0,19,7,0,13,1,0,1,2,0,13,4,0,11,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,2,0,0,0,2,0,4,5,0,1,0,0,0,2,0,4,5,0,1,0,0
2024020075,2,2024-10-19,18.166666666666668,2.75,0.016666666666666666,3,1,0,12,2,0,4,0,0,8,3,0,0,0,0,4,0,0,0,0,0,7,1,0,0,0,0,1,0,0,3,0,0,8,1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,20,6,0,20,1,0,1,0,0,14,6,0,13,1,0,1,0,0,11,4,0,11,1,0,0,0,0,2,0,0,1,1,0,1,0,0,2,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020091,2,2024-10-21,14.383333333333333,7.533333333333333,0,8,3,0,8,7,0,2,1,0,2,2,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,12,19,0,26,2,0,0,1,0,8,16,0,19,2,0,0,1,0,4,11,0,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,2,0,2,0,0
2024020094,2,2024-10-22,16.583333333333332,1.7,0,3,0,0,6,1,0,10,0,0,12,1,0,1,0,0,5,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,21,7,0,20,0,0,1,2,0,18,7,0,14,0,0,0,2,0,13,7,0,10,0,0,0,1,0,2,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,3,0,2,0,0,0,0,0,3,3,0,2,0,0
2024020112,2,2024-10-24,18.5,1.4833333333333334,0,6,0,0,10,0,0,4,0,0,4,1,0,1,0,0,4,0,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,18,1,0,0,0,0,10,0,0,10,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0
2024020127,2,2024-10-26,15.55,1.5833333333333333,0,5,0,0,6,0,0,5,2,0,8,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,16,1,0,22,0,0,1,0,0,9,1,0,15,0,0,1,0,0,5,1,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2024020141,2,2024-10-28,17.55,4.9,0.05,9,1,0,12,2,0,10,1,0,9,2,0,0,0,0,1,0,0,5,0,0,13,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,4,1,0,19,8,0,9,2,0,3,1,0,12,6,0,9,2,0,3,0,0,8,3,0,8,2,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2024020157,2,2024-10-30,13.383333333333333,4.733333333333333,0.05,7,2,1,9,4,1,2,0,0,3,1,0,0,0,0,2,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,15,5,0,14,0,0,1,0,0,11,2,0,9,0,0,0,0,0,6,2,0,7,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0
