gameId,gameTypeId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2024020018,2,2024-10-10,13.183333333333334,0.7333333333333333,0,7,0,0,7,0,0,7,0,0,7,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,1,0,10,1,0,2,0,0,4,1,0,7,1,0,2,0,0,3,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024020033,2,2024-10-12,16.216666666666665,0,0,5,0,0,5,0,0,10,0,0,10,0,0,2,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,17,0,0,11,0,0,6,0,0,11,0,0,9,0,0,6,0,0,10,0,0,8,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2024020038,2,2024-10-13,13.9,3.05,0,8,0,0,9,1,0,10,2,0,11,3,0,0,0,0,1,0,0,4,0,0,6,0,0,0,0,0,2,0,0,1,0,0,6,1,0,4,0,0,4,0,0,0,0,0,2,0,0,4,1,0,13,4,0,23,0,0,2,0,0,8,2,0,19,0,0,1,0,0,5,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
2024020052,2,2024-10-15,12.183333333333334,2.15,0,0,0,0,1,2,0,0,1,0,3,2,0,3,0,0,7,0,0,1,0,0,10,0,0,0,0,0,2,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,0,0,0,0,0,4,2,0,17,4,0,16,2,0,2,2,0,11,2,0,10,2,0,1,2,0,7,2,0,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0
2024020172,2,2024-11-01,9.316666666666666,1.45,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,7,0,0,1,0,0,4,0,0,1,0,0,1,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,7,5,0,7,0,0,1,0,0,5,4,0,6,0,0,1,0,0,2,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2024020189,2,2024-11-03,11.833333333333334,0.7666666666666667,0,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,10,0,0,1,0,0,7,0,0,0,0,0,2,0,0,1,0,0,5,0,0,2,0,0,4,0,0,2,0,0,2,0,0,4,1,0,13,3,0,7,0,0,3,1,0,10,3,0,6,0,0,3,0,0,6,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
2024020200,2,2024-11-05,13.083333333333334,3.566666666666667,0,0,0,0,10,3,0,0,0,0,3,1,0,1,0,0,3,0,0,1,0,0,5,3,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,2,0,8,6,0,10,1,0,0,1,0,4,5,0,8,1,0,0,1,0,4,4,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2024020219,2,2024-11-07,14.383333333333333,1.0833333333333333,0,0,0,0,4,1,0,0,0,0,9,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,5,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,2,0,8,3,0,18,0,0,1,2,0,8,3,0,12,0,0,0,2,0,6,3,0,9,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2024020222,2,2024-11-08,12.583333333333334,0.9333333333333333,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,9,0,0,0,0,0,2,0,0,2,1,0,6,1,0,2,0,0,2,0,0,2,0,0,2,0,0,7,0,0,11,1,0,16,0,0,4,0,0,7,1,0,12,0,0,3,0,0,6,1,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
2024020237,2,2024-11-10,11.533333333333333,2.316666666666667,0,2,0,0,5,0,0,3,0,0,9,0,0,0,0,0,4,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,13,5,0,7,1,0,2,1,0,9,5,0,5,1,0,1,1,0,8,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,0,0
