gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2023020041,2023-10-17,30,4,11,26,1,11,18,1,9,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,0,1
2023020056,2023-10-19,46,1,0,32,1,0,24,1,0,5,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2023020114,2023-10-27,46,1,9,31,1,9,25,1,7,0,1,1,0,1,1,0,1,1,2,0,0,0,0,0,2,0,0,2,0,1,2,0,1
2023020127,2023-10-29,49,0,7,35,0,5,26,0,4,2,0,2,1,0,2,1,0,2,0,0,0,0,0,0,3,0,0,7,0,1,7,0,1
2023020169,2023-11-04,28,1,2,18,0,0,14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
2023020182,2023-11-07,50,1,21,33,1,13,21,0,8,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,7,0,1,4,0,2,4,0,2
2023020196,2023-11-09,48,1,4,36,1,2,24,1,2,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,2,0,0,3,0,2,3,0,2
2023020223,2023-11-12,36,6,27,25,6,21,17,4,16,1,2,5,1,1,5,1,0,5,0,0,0,2,0,0,2,0,0,3,0,6,3,0,6
2023020267,2023-11-19,53,0,6,36,0,5,22,0,3,3,0,1,3,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2
2023020369,2023-12-03,32,2,14,22,2,13,17,2,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
2023020407,2023-12-08,55,2,12,41,2,9,29,2,9,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,2,0,0,6,0,3,6,0,3
2023020484,2023-12-19,56,0,14,45,0,14,34,0,9,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,4,0,1,5,0,0,5,0,0
2023020518,2023-12-23,42,0,2,30,0,1,20,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2023020555,2023-12-30,11,0,6,10,0,4,7,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023020564,2023-12-31,49,1,9,32,1,8,23,1,5,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,7,1,0,6,0,1,6,0,1
2023020578,2024-01-02,59,0,3,45,0,2,30,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,7,0,0,7,0,0
2023020594,2024-01-04,45,1,11,37,1,6,25,1,3,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2
2023020609,2024-01-06,48,0,19,30,0,9,23,0,6,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,4,6,0,4
2023020623,2024-01-08,39,5,3,24,4,3,13,4,3,1,2,1,1,2,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
2023020652,2024-01-12,56,0,10,46,0,7,30,0,5,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
2023020665,2024-01-13,25,0,0,20,0,0,15,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2023020676,2024-01-15,35,0,12,26,0,7,15,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,3,0,1
2023020704,2024-01-19,19,0,8,13,0,5,8,0,3,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2023020801,2024-02-09,45,2,25,32,2,15,23,2,11,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,5,1,0,5
2023020836,2024-02-14,55,1,12,37,0,7,22,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,1,6,0,1
2023020869,2024-02-19,26,0,4,15,0,4,7,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2023020880,2024-02-20,51,0,13,38,0,9,22,0,7,3,0,2,3,0,2,3,0,2,0,0,0,0,0,0,7,0,0,3,0,0,2,0,1
2023020913,2024-02-24,50,2,22,34,2,13,21,2,9,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,0,2
2023020967,2024-03-02,28,0,25,21,0,16,16,0,10,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,3,1,0,3
2023021001,2024-03-07,55,1,8,31,0,7,19,0,6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,11,0,1,10,0,2,10,0,2
2023021023,2024-03-10,58,2,4,38,2,4,25,2,3,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,6,1,0,3,0,0,3,0,0
2023021037,2024-03-12,42,1,3,30,1,3,21,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,0,0
2023021054,2024-03-14,43,0,1,27,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
