gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2021020007,2021-10-14,36,1,17,26,1,11,22,1,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2021020039,2021-10-19,35,0,9,30,0,9,28,0,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2021020062,2021-10-22,33,2,4,27,2,4,21,1,3,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0
2021020083,2021-10-25,66,1,3,49,0,3,34,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0
2021020107,2021-10-28,54,2,0,45,2,0,35,2,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,5,0,0
2021020143,2021-11-02,42,2,1,30,2,1,24,2,1,5,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0
2021020782,2022-01-29,49,1,6,36,1,6,24,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0
2021020806,2022-02-01,46,2,17,38,2,11,24,2,9,3,1,1,3,1,1,3,0,1,0,0,0,0,0,0,5,0,0,5,1,3,5,1,3
2021020614,2022-02-13,51,0,7,37,0,6,28,0,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,1,2,0,0,2,0,0
2021021228,2022-02-17,47,2,5,37,0,4,24,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2021020515,2022-02-20,50,0,9,42,0,9,31,0,7,6,0,0,6,0,0,5,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2021021273,2022-02-23,42,2,0,35,2,0,28,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0
2021020843,2022-02-27,42,0,3,37,0,3,28,0,3,3,0,1,3,0,1,3,0,1,0,0,0,0,0,0,4,0,0,6,0,0,6,0,0
2021020860,2022-03-02,53,3,7,41,3,3,26,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2021020873,2022-03-04,54,2,3,39,2,1,30,2,1,3,0,1,3,0,1,3,0,1,2,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2021020899,2022-03-07,30,1,11,25,1,9,22,1,8,4,0,2,4,0,2,4,0,2,0,0,0,0,0,0,2,0,0,1,0,3,1,0,3
2021020916,2022-03-10,49,0,6,37,0,5,29,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2021020942,2022-03-13,60,5,7,45,5,5,29,2,5,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,1,3,1,0,3,1,0
2021020973,2022-03-17,58,2,7,45,2,4,30,2,4,4,1,1,4,1,1,3,0,1,0,0,0,0,0,0,6,0,0,5,0,0,5,0,0
2021020998,2022-03-20,35,0,11,30,0,9,27,0,5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2021021014,2022-03-23,38,3,7,31,3,4,19,3,4,1,0,2,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2021021049,2022-03-27,53,0,7,44,0,7,26,0,5,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2021021068,2022-03-30,42,0,2,37,0,2,25,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2021021083,2022-04-01,42,1,1,32,1,0,24,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
2021021113,2022-04-05,49,3,12,39,3,8,26,3,5,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0
2021021130,2022-04-07,39,2,12,34,2,10,23,2,6,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1
2021021156,2022-04-10,43,2,5,35,2,2,25,2,1,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,1,0,4,0,0,4,0,0
2021021165,2022-04-12,36,0,10,28,0,4,22,0,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,3
2021021182,2022-04-14,32,1,7,28,1,7,22,1,4,3,0,2,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0
2021021197,2022-04-16,22,1,12,18,1,10,15,1,5,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1
2021021236,2022-04-21,46,0,11,37,0,10,24,0,7,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,0,1
